,region,fips,lat,lon,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,time
1191,AZ,04003,31.905399,-110.102475,3.9999180459925,>2000m,Flat,0.0,0.8299597249068388,7.4844218496,17.297361411069325,11.185714285714283,13.428571428571429,973.0,1.0,7.0,13.0,2013
1192,AZ,04003,31.855756,-110.153803,0.26312742940485,>2000m,Flat,0.0,0.810494197658696,0.8602601664,4.942103260305521,7.35,10.5,999.0,5.0,7.0,21.0,2012
1193,AZ,04003,31.588964,-109.844786,1.2440983813041,>2000m,Flat,0.0,0.823245728224054,4.3556625344,17.297361411069325,8.22857142857143,6.285714285714286,973.0,2.0,7.0,13.0,2013
1194,AZ,04003,31.495914,-109.736091,0.0777585024764,>2000m,Flat,0.0,0.8339251808654321,0.6870281536,4.942103260305521,4.65,5.5,973.0,3.0,7.0,13.0,2012
1195,AZ,04003,31.362426,-109.633497,0.07113326236545,>2000m,Flat,0.0,0.853892286624898,0.4400359424,4.942103260305521,5.4,5.5,973.0,3.0,7.0,13.0,2012
1196,AZ,04003,32.145782,-109.707939,0.04558600180285,>2000m,Flat,0.0,0.8466970387455462,0.3798432128,2.4710516301527603,7.1,4.0,973.0,3.0,7.0,13.0,2012
1197,AZ,04007,34.2043,-111.432427,1.6084271722687,>2000m,Gentle,19.0,0.6862756965696275,4.630386560000001,12.355258150763802,10.0,18.0,185.0,1.0,7.0,12.0,2012
1198,AZ,04007,34.166259,-111.267674,4.16957333067265,>2000m,Moderate,190.0,0.9666715566732252,20.8067120256,56.83418749351349,9.795652173913044,12.304347826086955,185.0,1.0,7.0,12.0,2012
1199,AZ,04007,33.892492,-111.167093,4.423502159330701,>2000m,Steep,130.0,0.8662841836531052,16.0358757632,24.710516301527605,12.75,14.0,184.0,1.0,7.0,12.0,2012
1200,AZ,04007,33.848232,-111.324025,0.7984850910327,>2000m,Steep,26.0,0.423869993946066,2.57862256,7.413154890458282,10.333333333333334,9.333333333333334,973.0,1.0,7.0,12.0,2012
1201,AZ,04007,33.758657,-110.835803,1.097285428936,>2000m,Steep,305.0,-0.0617332440762209,18.8223721472,4.942103260305521,15.6,18.5,184.0,1.0,7.0,12.0,2013
1202,AZ,04007,33.580752,-110.829413,0.2803636847314,>2000m,Steep,291.0,0.3154803251155494,4.7898444928,4.942103260305521,8.9,13.5,184.0,1.0,7.0,12.0,2013
1204,AZ,04007,33.44551,-110.991129,1.2634860431963502,>2000m,Steep,219.0,0.9291826837030088,5.4959497472,17.297361411069325,6.785714285714286,13.714285714285714,973.0,3.0,7.0,12.0,2013
1205,AZ,04007,33.21535,-110.89009,1.0854848444069,>2000m,Steep,86.0,0.5858030413485632,4.5017596096,9.88420652061104,11.725,14.5,184.0,1.0,7.0,12.0,2012
1207,AZ,04007,34.00171,-111.298198,2.4060586642920003,>2000m,Moderate,45.0,0.5842335839306247,8.1743884736,29.652619561833127,8.483333333333333,10.75,973.0,1.0,7.0,12.0,2012
1208,AZ,04007,33.867961,-110.884459,3.87759573897965,>2000m,Steep,82.0,0.4979580223053062,11.98459744,39.536826082444165,9.54375,15.875,972.0,1.0,7.0,12.0,2012
1209,AZ,04007,33.33082,-110.767762,0.9741259893211,>2000m,Gentle,254.0,0.848743261214668,8.6069175424,24.710516301527605,5.96,8.1,973.0,2.0,7.0,12.0,2012
1210,AZ,04007,33.27353,-110.457924,14.130256045286352,>2000m,Flat,0.0,0.8062016996037683,14.4937986368,37.06577445229141,10.96,46.53333333333333,703.0,1.0,5.0,25.0,2013
1211,AZ,04009,33.348283,-110.359869,0.92076719091435,>2000m,Gentle,340.0,0.6977306338786269,3.5723306048,9.88420652061104,10.6,14.75,185.0,1.0,7.0,12.0,2012
1212,AZ,04009,33.306737,-110.196062,0.6108692689645,>2000m,Steep,295.0,0.3867605065805088,11.1628358272,9.88420652061104,8.0,13.25,185.0,1.0,7.0,12.0,2012
1213,AZ,04009,33.164884,-109.497702,0.88348642197005,>2000m,Flat,0.0,0.7969003210419288,0.0,14.826309780916564,7.899999999999999,12.833333333333334,999.0,5.0,6.0,12.0,2012
1214,AZ,04009,33.079199,-110.032302,5.1290563215114,>2000m,Flat,170.0,0.8815751205718508,13.6220141568,14.826309780916564,14.533333333333331,18.666666666666668,973.0,1.0,7.0,11.0,2013
1215,AZ,04009,32.93645,-109.936789,0.5916149299380501,>2000m,Gentle,20.0,0.7707529751033334,1.4883811712,4.942103260305521,9.55,11.5,999.0,5.0,7.0,12.0,2013
1216,AZ,04009,32.896671,-110.040363,1.2947590292402502,>2000m,Flat,0.0,0.8100757084914931,7.1450514752,14.826309780916564,8.950000000000001,9.0,973.0,1.0,7.0,11.0,2013
1217,AZ,04009,32.841002,-109.83476,7.64002134842195,>2000m,Flat,0.0,0.8401787311215062,12.5598030208,14.826309780916564,16.05,20.166666666666668,973.0,1.0,7.0,11.0,2012
1218,AZ,04009,32.715025,-109.774687,0.66212257082155,>2000m,Steep,95.0,0.7083690862573719,3.0463903168,19.76841304122208,6.9,7.125,973.0,2.0,7.0,12.0,2013
1222,AZ,04009,32.445033,-109.671606,0.5932699568727501,>2000m,Gentle,59.0,0.7436360591646325,3.8746257472,12.355258150763802,8.16,6.6,973.0,1.0,7.0,12.0,2013
1223,AZ,04009,32.591096,-109.65114,0.12309018341425,>2000m,Flat,0.0,0.8029101212965317,2.9182913728,7.413154890458282,6.533333333333334,4.0,973.0,3.0,7.0,11.0,2013
1225,AZ,04011,33.205835,-109.177909,1.61121679642865,>2000m,Steep,354.0,0.3729940492417129,5.1805233152,19.76841304122208,9.0375,17.0,185.0,1.0,7.0,12.0,2013
1226,AZ,04011,32.616664,-109.138487,0.2383163778686,>2000m,Gentle,70.0,0.8135501881974297,1.509639168,9.88420652061104,7.025,5.75,999.0,5.0,7.0,12.0,2012
1227,AZ,04013,33.977121,-111.865918,5.624635870726951,>2000m,Gentle,106.5,0.8434019505296313,15.4826627968,32.123671191985885,10.153846153846152,23.384615384615383,184.0,1.0,6.0,12.0,2013
1228,AZ,04013,33.840328,-112.14038,0.610766049888,1500-2000m,Flat,0.0,0.8207473053763614,4.4860342016,2.4710516301527603,12.2,16.0,973.0,1.0,7.0,25.0,2012
1229,AZ,04013,33.669243,-111.594074,0.55568774428775,1500-2000m,Flat,0.0,0.8020963404099134,1.33895536,4.942103260305521,9.4,14.0,999.0,5.0,7.0,25.0,2012
1230,AZ,04013,33.531365,-111.159037,2.52678262799635,>2000m,Steep,48.0,0.3721470259348898,13.3495858112,27.18156793168037,7.927272727272728,16.636363636363637,972.0,1.0,7.0,12.0,2012
1232,AZ,04015,36.521346,-113.687498,2.4713060955996,>2000m,Moderate,229.0,0.8929616334668948,16.0569271488,12.355258150763802,17.04,13.2,185.0,1.0,7.0,12.0,2012
1233,AZ,04015,34.670581,-113.841561,1.0769731700328,>2000m,Gentle,113.0,0.8470814083198914,6.7994138944,14.826309780916564,12.166666666666666,10.166666666666666,184.0,1.0,7.0,19.0,2012
1234,AZ,04019,32.484063,-111.049913,1.5470622005961503,>2000m,Gentle,136.0,0.9054304594462632,2.9324327616,9.88420652061104,9.6,14.5,973.0,1.0,7.0,19.0,2013
1235,AZ,04019,32.450153,-111.742449,0.64214576663145,1500-2000m,Flat,0.0,0.8246186468553105,2.6567215936,7.413154890458282,6.0,10.666666666666666,973.0,3.0,7.0,19.0,2013
1236,AZ,04019,32.408339,-110.623156,1.0757267467239,>2000m,Gentle,21.0,0.7100571212942627,2.8330527744,12.355258150763802,8.14,11.6,973.0,1.0,7.0,11.0,2013
1237,AZ,04019,32.316197,-110.527618,1.4326457104235,>2000m,Steep,174.0,0.9972234060974612,4.9665200256,17.297361411069325,8.214285714285714,12.428571428571429,973.0,2.0,7.0,12.0,2013
1238,AZ,04019,31.998678,-110.839863,1.21215542398545,>2000m,Flat,0.0,0.8480603228917853,3.6486619648,17.297361411069325,8.128571428571428,11.0,973.0,2.0,7.0,13.0,2012
1239,AZ,04019,31.952613,-111.214642,3.74842140803365,>2000m,Flat,0.0,0.8196261457268152,7.2837564608,19.76841304122208,9.925,14.5,973.0,1.0,7.0,19.0,2013
1240,AZ,04019,31.904442,-111.525619,2.6296718842962004,>2000m,Flat,0.0,0.8099961780136917,6.1122709568,24.710516301527605,8.55,13.1,973.0,1.0,7.0,13.0,2012
1243,AZ,04019,31.854767,-110.851342,0.9451183139824502,>2000m,Flat,0.0,0.8206033092615598,2.0571358912,7.413154890458282,9.166666666666666,13.666666666666666,973.0,3.0,7.0,13.0,2012
1244,AZ,04019,31.856912,-110.577921,1.8189653968104005,>2000m,Flat,0.0,0.820581913329293,12.8413681728,34.59472282213865,7.414285714285714,9.571428571428571,973.0,2.0,7.0,13.0,2012
1245,AZ,04019,31.776877,-111.20731,0.9762963898109,>2000m,Flat,0.0,0.8501052886285498,3.289479872,9.88420652061104,8.9,12.25,973.0,1.0,7.0,19.0,2013
1246,AZ,04019,31.769251,-110.942936,2.28675521207685,>2000m,Gentle,355.0,0.685456765222255,4.5913140864,22.239464671374844,7.955555555555555,14.555555555555555,973.0,2.0,7.0,13.0,2013
1247,AZ,04019,31.634422,-111.525062,0.7398561377480001,>2000m,Flat,0.0,0.8421285637694865,1.5766271104,9.88420652061104,7.15,13.0,999.0,5.0,7.0,13.0,2013
1248,AZ,04019,31.699412,-111.398869,2.52491381685775,>2000m,Flat,0.0,0.8221498832390476,7.999205132799999,27.18156793168037,8.345454545454546,11.545454545454543,973.0,1.0,7.0,13.0,2012
1249,AZ,04019,31.606568,-111.242335,2.24823722648555,>2000m,Gentle,50.0,0.7884826626634057,7.1768925568,24.710516301527605,8.5,11.6,973.0,1.0,7.0,11.0,2013
1250,AZ,04021,33.033989,-110.892635,2.3255117739532003,1500-2000m,Flat,0.0,0.8383473296498597,3.4338322304,9.88420652061104,10.25,18.75,973.0,1.0,7.0,25.0,2012
1251,AZ,04021,32.715466,-110.629259,9.5199957304615,>2000m,Flat,0.0,0.8413649228030382,15.017489158400002,56.83418749351349,8.291304347826086,20.30434782608696,973.0,1.0,7.0,25.0,2012
1252,AZ,04021,32.63727,-111.314337,0.7954653485218001,1500-2000m,Flat,0.0,0.8421017569088982,1.9538073344,4.942103260305521,11.3,13.0,973.0,1.0,7.0,13.0,2012
1253,AZ,04021,32.627545,-110.461755,1.20509690473595,>2000m,Flat,0.0,0.8421932851000462,6.0593555328,29.652619561833127,6.883333333333333,8.333333333333334,973.0,2.0,7.0,13.0,2013
1254,AZ,04021,32.539186,-110.679245,2.8183254005029004,>2000m,Gentle,177.5,0.9393476811101532,22.6700466112,29.652619561833127,9.133333333333336,11.666666666666666,184.0,1.0,7.0,12.0,2012
1255,AZ,04021,32.877286,-110.930373,1.0687036227965498,>2000m,Flat,0.0,0.8398351314182179,4.387847967999999,9.88420652061104,11.675,14.75,184.0,1.0,7.0,12.0,2012
1256,AZ,04023,31.685414,-111.106857,5.2400851355896005,>2000m,Gentle,334.0,0.7452304163788007,9.66653456,27.18156793168037,10.663636363636364,16.0,973.0,1.0,7.0,19.0,2012
1257,AZ,04023,31.632795,-111.10383,0.4883619174626,>2000m,Flat,0.0,0.8514268752037463,3.6292175552,17.297361411069325,5.614285714285714,9.714285714285714,973.0,3.0,7.0,19.0,2013
1258,AZ,04023,31.543914,-110.995647,2.4932322047710502,>2000m,Steep,180.0,0.998181295527008,6.8714752896,29.652619561833127,8.333333333333334,10.583333333333334,973.0,1.0,7.0,13.0,2012
1259,AZ,04023,31.509606,-111.097826,2.96886915925935,>2000m,Steep,41.0,0.3696364329195544,5.2509777344,12.355258150763802,11.56,20.4,972.0,1.0,7.0,12.0,2013
1260,AZ,04023,31.411086,-110.999443,3.2730998596145,>2000m,Gentle,127.0,0.9055481726635958,8.4579508672,37.06577445229141,7.206666666666667,14.133333333333333,973.0,1.0,7.0,19.0,2012
1261,AZ,04023,31.369378,-110.843302,1.66196981473415,>2000m,Moderate,60.0,0.7133170645490224,6.104672256,29.652619561833127,7.375,9.666666666666666,973.0,2.0,7.0,12.0,2012
1262,AZ,04023,31.482044,-110.836111,1.99166062171845,>2000m,Moderate,58.0,0.6768789953924622,2.5593158912,7.413154890458282,10.466666666666669,19.0,973.0,1.0,7.0,12.0,2013
1263,AZ,04025,34.92645,-112.259557,0.8280640221449,>2000m,Flat,0.0,0.7994073955411576,3.1198750336,4.942103260305521,14.35,16.5,184.0,1.0,7.0,21.0,2013
1264,AZ,04025,34.879317,-111.984848,1.7903480373089502,>2000m,Flat,7.0,0.7677681561900161,6.1611918976,19.76841304122208,8.6625,15.25,184.0,1.0,7.0,12.0,2012
1265,AZ,04025,34.835119,-111.816175,1.9343515623393,>2000m,Gentle,225.0,0.8827887477541095,8.9681198336,22.239464671374844,10.31111111111111,13.77777777777778,185.0,1.0,7.0,11.0,2012
1266,AZ,04025,34.795142,-111.82045,2.52950751298115,>2000m,Steep,5.0,-0.1681579252766409,5.891977504000001,22.239464671374844,8.833333333333334,20.55555555555556,185.0,1.0,7.0,12.0,2013
1267,AZ,04025,34.699635,-111.709889,2.8241292828547,>2000m,Steep,155.0,0.8941959660403614,11.835837376,37.06577445229141,8.853333333333332,14.533333333333331,184.0,1.0,7.0,12.0,2012
1268,AZ,04025,34.602883,-112.849863,5.16234373840505,>2000m,Moderate,17.0,0.5738179843515824,16.5778628544,27.18156793168037,12.127272727272729,16.727272727272727,184.0,1.0,7.0,12.0,2013
1269,AZ,04025,34.499555,-113.292013,1.49978966812765,>2000m,Gentle,239.0,0.8535390611833162,8.105449203200001,27.18156793168037,8.899999999999999,8.545454545454545,184.0,1.0,7.0,12.0,2012
1270,AZ,04025,34.525287,-111.707769,0.8091011803362501,>2000m,Steep,200.0,0.8882493400750094,4.0394326144,4.942103260305521,16.35,12.5,184.0,1.0,7.0,12.0,2012
1271,AZ,04025,34.462431,-112.690018,18.43664001200015,>2000m,Flat,0.0,0.8042467147167789,31.1636723456,103.78416846641592,9.197619047619048,19.69047619047619,973.0,1.0,7.0,12.0,2013
1272,AZ,04025,34.478547,-111.82175,2.67697014139305,>2000m,Flat,0.0,0.7828411873326988,11.3378584704,64.24734238397177,6.253846153846154,10.461538461538462,973.0,2.0,7.0,21.0,2013
1273,AZ,04025,34.385698,-111.707866,0.5979905141617001,>2000m,Steep,103.0,0.6277844004888697,2.7974926912,9.88420652061104,8.925,12.5,185.0,1.0,7.0,12.0,2012
1275,AZ,04025,34.503932,-111.850468,1.0916818626545,>2000m,Moderate,95.0,0.7383657935479965,5.1498300736,9.88420652061104,12.6,13.0,184.0,1.0,7.0,12.0,2012
1276,AZ,04025,34.159593,-111.809266,5.969209136829301,>2000m,Flat,0.0,0.8073766273364585,11.357188096,19.76841304122208,12.725,17.5,973.0,1.0,7.0,13.0,2014
1277,AZ,04025,34.878084,-111.93253,1.21997093842455,>2000m,Gentle,80.0,0.7985673187397113,4.7834395456,9.88420652061104,11.575,15.0,184.0,1.0,7.0,12.0,2014
1278,AZ,04007,34.003562,-111.242983,1.67193294950765,>2000m,Gentle,321.0,0.7099885149703298,10.7291130048,9.88420652061104,16.275,13.5,184.0,1.0,7.0,12.0,2014
1279,AZ,04019,31.73189,-111.215151,0.54240186986455,>2000m,Gentle,140.0,0.8879735177241362,1.99207632,14.826309780916564,6.6000000000000005,9.833333333333334,973.0,2.0,7.0,19.0,2014
1280,AZ,04025,34.561676,-111.93917,1.0544676452998,>2000m,Steep,25.0,0.3003656879467682,3.8878947776,14.826309780916564,8.733333333333333,16.166666666666668,185.0,1.0,7.0,12.0,2014
1281,AZ,04003,31.546045,-110.100377,1.84459203933255,>2000m,Flat,0.0,0.8522199899652607,6.4385329984,19.76841304122208,8.5125,9.25,973.0,1.0,7.0,13.0,2014
1282,AZ,04015,35.217958,-113.647563,2.36165375817665,>2000m,Gentle,160.0,0.8844328222267243,10.4986267328,19.76841304122208,12.4,12.125,184.0,1.0,7.0,12.0,2014
1283,AZ,04011,32.837842,-109.178774,0.4233107380232,>2000m,Flat,0.0,0.8003355607151794,3.9811912128,19.76841304122208,4.1,9.375,973.0,3.0,7.0,25.0,2014
1284,AZ,04003,31.346582,-109.275189,9.6609518918744,>2000m,Flat,0.0,0.8256398696244494,22.098904384,39.536826082444165,10.825,14.1875,973.0,1.0,7.0,25.0,2014
1285,AZ,04015,35.171132,-114.371129,1.3949860000278005,>2000m,Flat,0.0,0.7861683733201598,8.987128064,19.76841304122208,11.825,9.75,184.0,1.0,7.0,12.0,2014
1286,AZ,04012,33.722051,-114.23735,1.79616054123895,500-1000m,Flat,0.0,0.8118588835941843,3.9992582144,9.88420652061104,9.425,17.5,973.0,1.0,7.0,24.0,2014
1287,AZ,04015,34.673009,-113.789304,0.0332727976471,>2000m,Flat,0.0,0.8020570856100495,0.2448113152,2.4710516301527603,5.7,9.0,999.0,5.0,7.0,19.0,2014
1288,AZ,04025,34.049881,-111.958844,2.1146926554347,>2000m,Steep,45.0,0.3802144348372046,6.6426419072,14.826309780916564,10.783333333333331,18.0,184.0,1.0,7.0,12.0,2014
1289,AZ,04007,33.482006,-111.002271,2.33442574493015,>2000m,Gentle,81.0,0.8102900175006348,12.4486921088,22.239464671374844,11.122222222222222,14.666666666666666,184.0,1.0,7.0,12.0,2014
1290,AZ,04013,33.529875,-111.106253,2.7884492110039,>2000m,Flat,175.0,0.8783849982244019,10.3496371008,24.710516301527605,11.25,16.8,185.0,1.0,7.0,11.0,2014
1291,AZ,04021,33.398772,-111.109679,16.8931953032199,>2000m,Steep,15.0,0.2479548924504517,27.4327561664,98.84206520611042,8.92,43.15,368.0,1.0,6.0,12.0,2014
1292,AZ,04019,31.909336,-110.898131,1.18321907841995,>2000m,Flat,0.0,0.8299213928920586,3.9283217024,12.355258150763802,9.7,10.8,973.0,1.0,7.0,13.0,2014
1293,AZ,04019,31.546212,-111.367293,3.5814667643528004,>2000m,Steep,25.0,0.2673223090166206,6.3456956992,22.239464671374844,9.366666666666667,14.666666666666666,973.0,1.0,7.0,12.0,2014
1294,AZ,04019,31.589929,-111.475465,1.2642682440607502,>2000m,Flat,0.0,0.8330184986423962,4.732521363199999,24.710516301527605,6.45,12.1,973.0,2.0,7.0,13.0,2014
1295,AZ,04023,31.550138,-110.685045,9.945533284717552,>2000m,Flat,0.0,0.8136070491331624,20.7439710912,66.71839401412453,8.944444444444445,16.51851851851852,973.0,1.0,7.0,19.0,2014
1296,AZ,04021,32.541324,-111.318327,1.2971656029127,1500-2000m,Flat,0.0,0.8237174595525277,4.8226956736,17.297361411069325,8.014285714285714,11.714285714285714,973.0,1.0,7.0,11.0,2014
1297,AZ,04019,31.861477,-111.322126,0.74630857641445,>2000m,Gentle,341.0,0.7821700221236362,3.6494884096,4.942103260305521,10.15,12.5,973.0,1.0,7.0,19.0,2014
1298,AZ,04007,34.206319,-111.115434,3.637548070421501,>2000m,Steep,209.0,0.8223973024181768,11.52259184,19.76841304122208,11.7125,19.625,185.0,1.0,7.0,12.0,2014
1299,AZ,04023,31.36492,-110.79348,21.3422891670574,>2000m,Gentle,150.0,0.9191702018733954,32.158000224,76.60260053473557,9.764516129032256,23.677419354838708,973.0,1.0,7.0,13.0,2014
1300,AZ,04009,32.488955,-109.613294,4.3604992413566,>2000m,Flat,0.0,0.8434950062553677,13.2961653376,14.826309780916564,16.783333333333335,10.833333333333334,973.0,1.0,7.0,25.0,2014
1301,AZ,04003,32.349285,-109.501517,0.7473751884829499,>2000m,Flat,0.0,0.8448018784113482,3.3577304384,9.88420652061104,10.45,7.5,973.0,1.0,7.0,13.0,2014
1302,AZ,04007,33.799308,-110.407176,1.5475802832457002,>2000m,Moderate,51.0,0.5446185500196552,6.0628679232,14.826309780916564,11.15,13.833333333333334,185.0,1.0,7.0,12.0,2014
1303,AZ,04003,32.040884,-110.368742,2.0460907958062,>2000m,Flat,0.0,0.8187425543426564,4.984150848,4.942103260305521,15.4,23.5,962.0,1.0,7.0,13.0,2014
1304,AZ,04003,31.718263,-110.356853,0.43733517077435,>2000m,Flat,0.0,0.8219625417155833,2.4846603776,12.355258150763802,8.06,6.2,999.0,5.0,7.0,13.0,2014
1305,AZ,04003,31.545575,-109.843613,0.11544141558795,>2000m,Flat,0.0,0.8522242816365752,3.0333508544,9.88420652061104,4.9,4.25,973.0,3.0,7.0,13.0,2014
1306,AZ,04003,31.354535,-109.581413,0.0752597803629,>2000m,Flat,0.0,0.8352844145239898,1.109272576,7.413154890458282,3.5,5.333333333333333,973.0,3.0,7.0,21.0,2014
1307,AZ,04009,32.802818,-109.6159,2.54698939473925,>2000m,Flat,0.0,0.8211211385192211,6.9600196672,9.88420652061104,10.975,16.25,973.0,1.0,7.0,24.0,2014
1308,AZ,04009,32.616709,-109.613762,1.11278912364995,>2000m,Flat,0.0,0.8026435657450366,3.7809620032,9.88420652061104,9.875,6.5,973.0,1.0,7.0,12.0,2014
1309,AZ,04003,31.995628,-110.20165,1.55703245500885,>2000m,Gentle,157.0,0.8944246646265966,6.7784772928,4.942103260305521,14.9,14.0,973.0,1.0,7.0,13.0,2014
1310,AZ,04003,31.677892,-110.212427,1.0452315734166502,>2000m,Flat,0.0,0.8417191750161673,3.2112660544,12.355258150763802,8.52,8.6,973.0,1.0,7.0,13.0,2014
1311,AZ,04003,31.803531,-109.098536,1.1856199088570003,>2000m,Flat,315.0,0.8141475624664879,11.2501634944,12.355258150763802,8.16,10.2,973.0,1.0,7.0,21.0,2014
1312,AZ,04007,33.528948,-110.247197,1.5446994611255,>2000m,Gentle,162.0,0.8914141545824612,6.9169986240000005,39.536826082444165,7.38125,11.0,184.0,2.0,7.0,12.0,2014
1313,AZ,04019,31.775665,-111.108507,2.23418307663835,>2000m,Gentle,225.0,0.8843814879508516,5.811284352,17.297361411069325,10.171428571428573,11.142857142857142,973.0,1.0,7.0,11.0,2015
1314,AZ,04007,33.936518,-111.22223,3.4672417971822003,>2000m,Steep,180.0,0.984614751621168,14.949491116799996,14.826309780916564,16.916666666666668,14.333333333333334,184.0,1.0,7.0,12.0,2015
1315,AZ,04015,35.266261,-114.36431,1.93266044739715,>2000m,Gentle,354.0,0.6400393996269518,13.1407707584,32.123671191985885,11.192307692307692,8.846153846153847,184.0,1.0,7.0,12.0,2015
1316,AZ,04003,31.767979,-109.62401,0.03404547913245,>2000m,Flat,0.0,0.8408692176953488,0.2197195327999999,2.4710516301527603,5.4,5.0,973.0,3.0,7.0,13.0,2015
1317,AZ,04009,32.44513,-109.613667,0.0954099195221,>2000m,Flat,0.0,0.8044261311899694,0.55727632,2.4710516301527603,8.6,6.0,973.0,3.0,7.0,19.0,2015
1318,AZ,04025,34.106792,-112.19715,0.8510887559817,>2000m,Steep,45.0,0.4083576562524532,13.4381990592,7.413154890458282,11.666666666666666,15.333333333333334,184.0,1.0,7.0,12.0,2015
1319,AZ,04009,32.593875,-109.589034,0.3197596433362,>2000m,Flat,0.0,0.8131629861710813,1.3185467648,9.88420652061104,6.525,8.25,973.0,3.0,7.0,21.0,2015
1320,AZ,04003,31.90695,-110.315293,0.92811047107315,>2000m,Flat,0.0,0.8099705072951213,4.9678744768,22.239464671374844,7.011111111111111,7.888888888888889,973.0,2.0,7.0,13.0,2015
1321,AZ,04007,33.759931,-111.057588,1.8746456885286504,>2000m,Gentle,19.0,0.6918673751024798,7.3515938048,29.652619561833127,7.791666666666667,9.916666666666666,973.0,2.0,7.0,12.0,2015
1322,AZ,04027,32.777337,-113.665983,1.25396665069615,0-500m,Flat,0.0,0.8213748872007258,27.5305521344,24.710516301527605,6.43,8.9,973.0,1.0,7.0,13.0,2015
1323,AZ,04025,34.102496,-113.058477,0.8704906470647,>2000m,Flat,0.0,0.8079642157240727,2.7898939903999995,12.355258150763802,8.0,9.6,973.0,1.0,7.0,19.0,2015
1324,AZ,04027,32.963102,-113.349482,3.6712106772816,0-500m,Flat,0.0,0.8390211369690115,7.1383480896,12.355258150763802,13.52,14.4,973.0,1.0,7.0,13.0,2015
1325,AZ,04015,35.568815,-114.183285,0.6869831347857001,>2000m,Steep,24.0,0.3615189926069636,3.621090848,27.18156793168037,4.563636363636364,11.818181818181818,962.0,3.0,7.0,12.0,2015
1326,AZ,04025,34.641718,-113.184275,1.7864628405582,>2000m,Steep,95.0,0.5822581139395602,15.8035299904,22.239464671374844,7.266666666666666,22.77777777777778,184.0,1.0,6.0,12.0,2015
1327,AZ,04015,34.412046,-113.341005,0.59763948299615,>2000m,Moderate,167.0,0.954778632377716,3.5223995648,14.826309780916564,8.616666666666667,9.666666666666666,184.0,1.0,7.0,12.0,2015
1328,AZ,04015,34.451749,-113.508463,5.034739844965101,>2000m,Gentle,250.0,0.8403103075641892,28.7258208832,22.239464671374844,17.744444444444444,11.22222222222222,184.0,1.0,7.0,13.0,2015
1329,AZ,04025,34.749524,-111.870017,3.8934196807139,>2000m,Moderate,174.0,0.9566088604409548,23.3546183872,14.826309780916564,17.900000000000002,15.5,184.0,1.0,7.0,12.0,2015
1330,AZ,04025,34.477962,-111.759086,0.1646345435859,>2000m,Flat,355.0,0.7720569303704559,1.1167794496,4.942103260305521,8.05,8.0,999.0,5.0,7.0,12.0,2015
1331,AZ,04025,34.639641,-112.90891,1.3731867621095502,>2000m,Steep,320.0,0.1152230380354952,6.0207421952,7.413154890458282,13.166666666666666,15.0,184.0,1.0,7.0,12.0,2015
1332,AZ,04025,34.790005,-111.766585,1.2088945743102,>2000m,Flat,0.0,0.7794472613874313,5.3016893056,12.355258150763802,9.82,16.0,185.0,1.0,7.0,12.0,2015
1333,AZ,04019,32.162427,-112.964659,2.6201916004942003,1000-1500m,Flat,0.0,0.8175227311020618,17.193036224,7.413154890458282,13.133333333333333,20.33333333333333,973.0,1.0,7.0,13.0,2015
1334,AZ,04025,34.423087,-112.192865,2.95996337160825,>2000m,Steep,106.0,0.6934620399476803,14.0150804864,34.59472282213865,10.714285714285714,12.285714285714286,184.0,1.0,7.0,12.0,2015
1335,AZ,04021,32.586298,-110.843899,1.3319953463944,>2000m,Gentle,308.0,0.76383287296074,3.9518753792,12.355258150763802,9.36,9.6,973.0,1.0,7.0,12.0,2015
1336,AZ,04019,31.95245,-110.895914,2.5092501364982005,>2000m,Flat,0.0,0.8295013634663432,6.067619980799999,24.710516301527605,8.92,13.6,973.0,1.0,7.0,13.0,2015
1337,AZ,04019,31.772502,-111.476658,0.6788088239322501,>2000m,Flat,0.0,0.831251356871839,1.1962558912,2.4710516301527603,12.6,17.0,999.0,5.0,7.0,13.0,2015
1338,AZ,04007,33.75804,-110.785597,1.5990648915547,>2000m,Gentle,225.0,0.882623624074666,4.6522184768,9.88420652061104,11.55,11.5,973.0,1.0,7.0,25.0,2015
1339,AZ,04019,31.636808,-111.313225,2.4539123888693,>2000m,Flat,0.0,0.8127266253886051,8.9940839744,39.536826082444165,6.7125,9.3125,973.0,1.0,7.0,12.0,2015
1340,AZ,04007,33.924025,-111.347882,1.3304702831380502,>2000m,Moderate,45.0,0.6332415671209508,4.7788481856,19.76841304122208,8.675,9.125,973.0,1.0,7.0,12.0,2015
1341,AZ,04007,34.293045,-111.48735,3.03099134468725,>2000m,Steep,63.0,0.4033172664420621,9.9806524544,29.652619561833127,10.15,17.75,185.0,1.0,7.0,12.0,2015
1342,AZ,04025,34.067981,-111.649302,2.5148142443763,>2000m,Moderate,284.0,0.6677881383610658,21.3456688192,14.826309780916564,10.466666666666669,14.333333333333334,973.0,1.0,7.0,19.0,2015
1343,AZ,04019,31.765154,-111.150767,2.1449689368246,>2000m,Flat,0.0,0.8502130184100823,7.3407581952,24.710516301527605,8.18,11.7,973.0,1.0,7.0,19.0,2015
1344,AZ,04019,31.614296,-111.183659,3.35360353782325,>2000m,Flat,0.0,0.8229946589314128,8.2434884416,37.06577445229141,8.326666666666666,12.933333333333334,973.0,1.0,7.0,11.0,2015
