,region,fips,lat,lon,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,time
42760,ME,23019,45.01335,-68.9457,27.36688890295565,0-500m,Flat,29.0,0.6678591793628018,72.3544617088,148.26309780916563,6.986666666666666,50.43333333333333,805.0,2.0,6.0,22.0,2002
42761,ME,23019,45.12165,-68.7974,4.8089125471883,0-500m,Flat,0.0,0.7056038643217406,6.1909209536,39.536826082444165,7.05625,45.8125,801.0,3.0,6.0,21.0,2002
42762,ME,23019,45.34436,-68.6668,13.126826791185447,0-500m,Flat,0.0,0.7028441711528794,27.2339273216,98.84206520611042,7.4925,33.975,127.0,1.0,6.0,21.0,2002
42763,ME,23019,45.41868,-68.59712,40.53815261397415,0-500m,Flat,0.0,0.7019208756072188,50.5239452736,138.3788912885546,8.8875,58.58928571428572,901.0,1.0,4.0,22.0,2002
42764,ME,23019,45.07608,-68.69478,2.68574558539765,0-500m,Flat,0.0,0.7061672288246607,11.9532154944,71.66049727443006,3.841379310344828,22.17241379310345,901.0,3.0,5.0,21.0,2002
42765,ME,23019,46.13399,-68.60126,21.87932741772505,500-1000m,Gentle,165.0,0.7619712813996161,25.0347577088,86.48680705534662,7.514285714285714,39.91428571428571,801.0,1.0,4.0,22.0,2002
42766,ME,23019,45.80993,-68.48859,1.9026150891285,500-1000m,Flat,42.5,0.6634673494811938,25.845821452800003,49.42103260305521,3.44,24.15,121.0,3.0,6.0,21.0,2002
42767,ME,23019,44.79857,-68.53015,1.6718150192749,0-500m,Gentle,99.0,0.7172229099456978,16.769253696,79.07365216488833,3.090625,25.46875,901.0,3.0,5.0,22.0,2002
42768,ME,23019,45.1686,-68.43557,26.02095381411525,0-500m,Flat,0.0,0.7050229725817349,24.1958014528,93.8999619458049,8.352631578947367,48.92105263157895,801.0,2.0,6.0,22.0,2002
42769,ME,23019,45.48915,-68.53556,3.616698423348351,0-500m,Flat,0.0,0.7010443187023373,14.4433395904,86.48680705534662,3.7,23.65714285714286,801.0,3.0,4.0,21.0,2002
42770,ME,23019,45.37527,-68.24373,12.042406813683602,0-500m,Steep,325.0,0.2716031762680854,18.2591270592,84.01575542519386,7.588235294117647,41.55882352941177,801.0,2.0,5.0,22.0,2002
42771,ME,23019,44.74032,-69.19381,26.1054051753414,0-500m,Gentle,20.0,0.6113363668432756,33.8966793856,148.26309780916563,7.163333333333333,49.016666666666666,121.0,2.0,3.0,22.0,2002
42772,ME,23019,45.03232,-69.10536,22.4843166683598,0-500m,Flat,0.0,0.7067077965506091,32.4815074496,143.3209945488601,7.174137931034483,45.55172413793103,801.0,2.0,4.0,21.0,2002
42773,ME,23019,44.79616,-68.93698,2.05820734010435,0-500m,Flat,100.0,0.7142794011753916,24.8654513088,54.36313586336073,4.15,30.727272727272727,121.0,3.0,5.0,22.0,2002
42774,ME,23019,45.13788,-68.82043,10.031040256869453,0-500m,Gentle,121.0,0.7396982363303644,25.4349636032,135.90783965840183,4.854545454545455,31.163636363636364,121.0,2.0,4.0,21.0,2002
42775,ME,23019,45.67741,-68.79268,1.0270626229379,500-1000m,Flat,0.0,0.6986974072266301,6.8985643136,44.47892934274969,2.805555555555556,21.88888888888889,801.0,3.0,6.0,22.0,2002
42776,ME,23019,45.46364,-68.75926,6.303682172511251,0-500m,Gentle,320.0,0.6073072415999632,14.37038288,74.13154890458281,4.863333333333333,29.73333333333333,801.0,3.0,6.0,22.0,2002
42777,ME,23019,44.9412,-68.89924,15.3165299533056,0-500m,Flat,0.0,0.7078320795779239,29.663514335999995,145.79204617901286,6.56949152542373,36.271186440677965,701.0,2.0,5.0,39.0,2002
42778,ME,23019,45.76873,-68.70291,4.003469537677001,500-1000m,Gentle,110.0,0.7372157975577335,10.1675208064,61.77629075381901,4.484,30.68,962.0,3.0,5.0,22.0,2002
42779,ME,23019,46.15375,-68.75257,1.3592846185768,500-1000m,Gentle,52.0,0.6334501727873726,10.8928179456,71.66049727443006,2.579310344827586,21.03448275862069,801.0,3.0,6.0,22.0,2002
42780,ME,23019,45.60115,-68.63017,21.185709644501152,0-500m,Flat,0.0,0.699648999986658,25.8432962048,140.84994291870734,6.642105263157895,47.78947368421053,809.0,2.0,6.0,21.0,2002
42781,ME,23019,46.25548,-68.44746,4.9173269494994,500-1000m,Flat,0.0,0.6914439628096134,13.4485296192,71.66049727443006,5.855172413793104,33.10344827586207,125.0,3.0,5.0,31.0,2002
42782,ME,23019,45.56166,-68.47447,3.97357337126845,0-500m,Gentle,10.0,0.622805911641603,14.3799329088,69.1894456442773,4.575,30.928571428571427,903.0,3.0,5.0,21.0,2002
42783,ME,23019,45.35163,-68.07235,24.34843244862055,0-500m,Flat,0.0,0.7027539063204278,34.6786109504,165.56045922023495,6.8,45.40298507462686,901.0,2.0,4.0,22.0,2002
42784,ME,23019,45.58788,-68.05439,2.3581734763343505,0-500m,Flat,0.0,0.6998144600546456,15.068040032,88.95785868549937,3.3472222222222223,22.52777777777778,121.0,3.0,5.0,21.0,2002
42785,ME,23019,45.42108,-68.00254,7.47020159805875,500-1000m,Gentle,170.0,0.8130355325274088,18.8425741312,148.26309780916563,3.9016666666666655,27.666666666666668,901.0,3.0,4.0,22.0,2002
42786,ME,23019,45.14678,-68.47619,1.6497208610629504,0-500m,Flat,0.0,0.7052930007679454,12.623117875199998,49.42103260305521,3.65,22.55,121.0,2.0,4.0,21.0,2002
42787,ME,23019,44.766,-68.47225,14.362981101038852,500-1000m,Gentle,263.0,0.7150701967664752,29.807981478399995,177.91571737099875,5.323611111111111,31.375,121.0,2.0,4.0,23.0,2002
42788,ME,23019,45.03706,-68.53112,15.9995531564251,0-500m,Flat,0.0,0.706649263184799,42.8371362752,200.1551820423736,7.412345679012345,31.703703703703702,127.0,1.0,6.0,21.0,2002
42789,ME,23019,44.95854,-68.59116,13.10538961583845,0-500m,Flat,0.0,0.7076182680338882,34.850442598399994,170.50256248054046,5.679710144927536,36.69565217391305,103.0,2.0,4.0,21.0,2002
42790,ME,23019,44.7524,-68.77365,22.17616108531795,0-500m,Flat,0.0,0.7101558853004314,28.2756380352,91.42891031565212,9.13783783783784,45.37837837837838,103.0,1.0,5.0,22.0,2002
42791,ME,23019,45.58442,-68.29553,10.4875156204271,0-500m,Gentle,182.0,0.7706410614971256,49.216624384,56.83418749351349,7.234782608695652,39.47826086956522,103.0,1.0,5.0,21.0,2002
42792,ME,23019,45.4717,-68.43055,24.11741010524515,0-500m,Flat,47.0,0.6562178857043863,27.5095466624,108.72627172672146,8.727272727272727,50.29545454545455,105.0,1.0,5.0,22.0,2002
42793,ME,23019,45.47573,-68.36177,0.2688967099963,0-500m,Gentle,112.0,0.7285331132361761,1.76423008,32.123671191985885,1.7538461538461538,17.46153846153846,801.0,3.0,5.0,22.0,2002
42794,ME,23019,45.33736,-68.4675,2.2928383284266003,0-500m,Gentle,288.0,0.6418732653057567,26.9479774208,180.38676900115152,2.4342465753424656,21.6027397260274,801.0,3.0,6.0,22.0,2002
42795,ME,23019,45.30227,-68.6919,9.53731010454965,0-500m,Flat,137.5,0.7463663295866992,21.58340944,66.71839401412453,5.262962962962963,30.96296296296296,123.0,1.0,6.0,22.0,2002
42796,ME,23019,45.19668,-68.60219,6.883893323478901,0-500m,Flat,0.0,0.7046753248081126,11.7415308416,56.83418749351349,7.817391304347827,36.65217391304348,127.0,2.0,4.0,21.0,2002
42797,ME,23019,45.24382,-68.70902,2.5568653273827504,0-500m,Flat,0.0,0.704091321912325,13.9479318464,71.66049727443006,3.527586206896552,21.724137931034484,809.0,3.0,6.0,21.0,2002
42798,ME,23019,45.91735,-68.83478,4.051939687162,1000-1500m,Flat,0.0,0.6956953055434669,22.7505561088,19.76841304122208,9.25,43.875,121.0,1.0,4.0,21.0,2002
42799,ME,23019,44.84003,-68.88485,1.5350092522061498,0-500m,Flat,0.0,0.7090782669739661,6.406783744,64.24734238397177,3.126923076923077,20.692307692307693,903.0,3.0,5.0,21.0,2002
42800,ME,23019,45.82489,-68.6502,13.067125399653952,0-500m,Gentle,90.0,0.6900718708341214,20.0535223744,98.84206520611042,6.065,36.5,801.0,2.0,4.0,22.0,2002
42801,ME,23019,45.66467,-68.58997,21.030387902826853,0-500m,Flat,0.0,0.6988564665316378,28.044715584,123.55258150763802,6.454,40.34,801.0,1.0,5.0,21.0,2002
42802,ME,23019,44.96462,-69.17834,10.700583542892902,0-500m,Moderate,18.0,0.4948830427417557,34.4106591808,123.55258150763802,6.02,36.54,801.0,2.0,5.0,21.0,2002
42803,ME,23019,46.29189,-68.52986,15.76580489352035,500-1000m,Flat,0.0,0.6909847374094067,29.5790792256,138.3788912885546,5.5,32.714285714285715,801.0,1.0,5.0,22.0,2002
42804,ME,23019,46.04648,-68.64799,17.7940758365471,500-1000m,Flat,0.0,0.6940745926152454,26.4242409856,101.31311683626318,6.909756097560976,38.34146341463415,123.0,1.0,4.0,21.0,2002
42805,ME,23019,46.07963,-68.7074,0.1701763443073,500-1000m,Flat,0.0,0.6936579573510645,0.9451773696,2.4710516301527603,5.6,39.0,121.0,3.0,5.0,24.0,2002
42806,ME,23019,45.91934,-68.77496,39.12716980239576,500-1000m,Flat,0.0,0.6956703558058281,36.8138458752,93.8999619458049,9.760526315789471,52.23684210526316,801.0,1.0,6.0,22.0,2002
42807,ME,23019,46.3634,-68.58336,17.8591327637053,500-1000m,Flat,0.0,0.6900819971134101,36.4301000064,143.3209945488601,4.994827586206896,28.96551724137931,121.0,1.0,3.0,23.0,2002
42808,ME,23019,46.2172,-68.70346,12.2294901961346,500-1000m,Flat,0.0,0.6919264726972636,33.790917408,182.85782063130424,4.989189189189189,28.905405405405407,127.0,1.0,4.0,32.0,2002
42809,ME,23019,45.09678,-68.35926,3.8158806216130494,0-500m,Flat,0.0,0.7059113779808495,18.8492775168,170.50256248054046,2.43768115942029,17.956521739130434,124.0,3.0,6.0,21.0,2002
42810,ME,23019,46.35337,-68.71664,35.343078839446854,500-1000m,Gentle,198.0,0.8361958179565304,48.4631592512,133.43678802824903,9.13148148148148,47.5,123.0,1.0,4.0,21.0,2002
42811,ME,23019,45.09566,-69.07129,37.59138741363915,500-1000m,Gentle,189.0,0.8166790267106127,94.2705840512,192.74202715191527,8.246153846153847,52.56410256410256,103.0,1.0,4.0,23.0,2002
42812,ME,23021,45.606472,-69.005937,12.161407552335,500-1000m,Flat,0.0,0.6995826308527099,19.0002184768,81.5447037950411,6.184848484848485,34.18181818181818,801.0,1.0,5.0,21.0,2003
42813,ME,23021,45.494296,-68.892639,17.3333667232725,0-500m,Moderate,50.0,0.4164579885259505,36.7735107776,81.5447037950411,8.866666666666665,39.18181818181818,127.0,1.0,6.0,23.0,2003
42814,ME,23021,45.434076,-69.703969,0.2665265538612,1500-2000m,Moderate,148.5,0.8550992075636059,20.6135764672,138.3788912885546,1.3482142857142858,14.303571428571429,121.0,3.0,4.0,22.0,2003
42815,ME,23021,46.00136,-69.229021,0.22077295359955,1000-1500m,Flat,0.0,0.6946412956700857,0.453511584,4.942103260305521,3.85,22.0,125.0,3.0,7.0,31.0,2003
42816,ME,23021,45.556251,-69.437625,11.0758058279318,1500-2000m,Gentle,325.0,0.6237173204007882,23.8147874432,121.08152987748528,4.575510204081632,25.79591836734694,124.0,1.0,4.0,22.0,2003
42817,ME,23021,45.138149,-69.018317,3.5107680689825504,500-1000m,Gentle,86.0,0.6916535976375503,8.198332416000001,46.94998097290245,5.447368421052632,35.526315789473685,901.0,3.0,6.0,22.0,2003
42818,ME,23021,46.567479,-68.939636,1.6959664673989,1000-1500m,Flat,0.0,0.6874998028157497,32.5472786816,210.03938856298464,2.0494117647058823,18.08235294117647,121.0,3.0,3.0,22.0,2003
42819,ME,23021,45.202272,-69.537813,0.14525464245905,500-1000m,Gentle,76.0,0.6640917815971455,4.4289865536,59.305239123666254,1.3625,16.583333333333332,901.0,3.0,6.0,23.0,2003
42820,ME,23021,45.606466,-69.188337,27.6455425796973,1500-2000m,Moderate,235.0,0.8041104211368939,40.9464142272,153.20520106947114,7.598387096774194,51.70967741935484,123.0,2.0,3.0,23.0,2003
42821,ME,23021,46.126704,-68.929846,21.98131336419715,500-1000m,Gentle,217.0,0.7580620148824009,34.820185536,126.02363313779078,7.145098039215687,39.66666666666666,123.0,1.0,4.0,22.0,2003
42822,ME,23021,45.913295,-69.116989,8.34943915228705,1000-1500m,Gentle,180.0,0.8488490451379798,17.966404902399997,84.01575542519386,4.511764705882353,30.94117647058824,809.0,2.0,3.0,22.0,2003
42823,ME,23021,45.374673,-69.166315,6.9065126570792,500-1000m,Flat,0.0,0.7024677280505177,13.6623033408,81.5447037950411,5.8121212121212125,36.09090909090909,123.0,2.0,3.0,21.0,2003
42824,ME,23021,45.240068,-69.307789,20.695630463786756,500-1000m,Gentle,161.5,0.7654357508352626,48.200441632,150.7341494393184,6.7,41.65573770491803,801.0,2.0,3.0,22.0,2003
42825,ME,23021,46.355482,-68.94272,0.16529438686005,500-1000m,Flat,0.0,0.6901820066786727,4.718425888,19.76841304122208,2.3375000000000004,19.0,124.0,3.0,4.0,21.0,2003
42826,ME,23021,46.128757,-69.560148,10.491257144383152,1000-1500m,Moderate,261.0,0.6919977277343557,20.298058208,108.72627172672146,4.804545454545455,33.43181818181818,901.0,2.0,3.0,22.0,2003
42827,ME,23021,45.725997,-69.467965,9.396938970794253,1500-2000m,Gentle,123.0,0.7350288926551506,13.7636805696,84.01575542519386,6.870588235294117,42.55882352941177,801.0,2.0,3.0,22.0,2003
42828,ME,23021,46.09671,-69.384943,35.13192588920605,500-1000m,Flat,30.0,0.6364209065001059,45.3063696832,81.5447037950411,11.966666666666669,55.333333333333336,127.0,1.0,3.0,21.0,2003
42829,ME,23021,46.242578,-69.66907,4.0185719311029,500-1000m,Gentle,276.0,0.6799262163074704,8.637266432,56.83418749351349,4.2,27.43478260869565,801.0,3.0,4.0,22.0,2003
42830,ME,23021,45.125721,-69.641795,16.4940638574764,500-1000m,Moderate,63.0,0.589542585016226,17.847993728,74.13154890458281,7.09,37.43333333333333,801.0,1.0,6.0,22.0,2003
42831,ME,23021,45.602654,-69.609346,14.652960372980004,1000-1500m,Flat,0.0,0.699630244646373,37.9360890432,185.32887226145704,5.268000000000001,38.50666666666667,902.0,2.0,6.0,22.0,2003
42832,ME,23021,45.908191,-69.547286,26.6649441523832,500-1000m,Flat,0.0,0.6958101262039096,34.2746860544,155.67625269962392,8.153968253968255,50.46031746031746,123.0,1.0,6.0,22.0,2003
42833,ME,23021,45.807305,-69.589954,16.7860411958573,1000-1500m,Moderate,277.0,0.6359544944428565,26.0170103104,133.43678802824903,6.53888888888889,37.333333333333336,902.0,2.0,4.0,22.0,2003
42834,ME,23021,46.4267,-69.473181,8.316608554623649,1000-1500m,Steep,320.0,0.1102967854483005,17.996845619200002,106.2552200965687,3.909302325581395,23.906976744186046,801.0,1.0,4.0,22.0,2003
42835,ME,23021,46.484139,-69.259544,15.68103213416095,500-1000m,Moderate,3.0,0.3179871801118469,29.4334183296,121.08152987748528,5.283673469387755,32.55102040816327,801.0,1.0,4.0,22.0,2003
42836,ME,23021,45.845076,-69.188642,35.09517527782835,1000-1500m,Flat,0.0,0.6966008759417897,39.696209856,138.3788912885546,8.632142857142856,53.98214285714285,124.0,1.0,6.0,21.0,2003
42837,ME,23021,45.206144,-68.966666,6.116229060875001,0-500m,Flat,0.0,0.7045581164929328,25.9644392384,133.43678802824903,4.775925925925925,26.27777777777778,121.0,3.0,5.0,21.0,2003
42838,ME,23021,45.757284,-69.69989,9.86341075500785,1000-1500m,Flat,0.0,0.697699390892661,191.3683898496,126.02363313779078,4.884313725490196,31.686274509803923,123.0,1.0,3.0,22.0,2003
42839,ME,23021,45.978899,-69.668735,4.988107893963501,1000-1500m,Flat,0.0,0.6949232431909353,8.862357856000001,46.94998097290245,4.7368421052631575,33.578947368421055,801.0,3.0,6.0,21.0,2003
42840,ME,23021,45.3554,-69.00762,22.11669859511801,500-1000m,Flat,0.0,0.7027070932796893,30.22434896,118.61047824733252,7.772916666666667,41.60416666666666,801.0,1.0,6.0,21.0,2003
42841,ME,23021,46.445768,-69.038641,11.26152983565685,1000-1500m,Flat,0.0,0.6890408536364656,23.667657312,101.31311683626318,6.273170731707316,33.53658536585366,127.0,1.0,4.0,21.0,2003
42842,ME,23021,45.699879,-69.152333,17.30173294345955,1000-1500m,Gentle,355.0,0.6063219817509429,22.0582019776,116.13942661717974,6.225531914893618,39.659574468085104,801.0,2.0,6.0,22.0,2003
42843,ME,23021,45.783532,-69.42252,8.3550290027271,1000-1500m,Gentle,294.0,0.6630795243248241,16.806443712,88.95785868549937,5.122222222222223,31.02777777777778,801.0,2.0,4.0,22.0,2003
42844,ME,23021,45.354769,-68.832264,19.0980726054953,0-500m,Flat,290.0,0.6788326177083355,24.1769998336,96.37101357595766,6.315384615384616,35.0,123.0,1.0,4.0,22.0,2003
42845,ME,23021,45.247703,-68.892801,23.725031686600254,0-500m,Moderate,205.0,0.8541757344385803,35.3048724544,150.7341494393184,7.483606557377049,40.704918032786885,121.0,2.0,4.0,23.0,2003
42846,ME,23021,45.215903,-69.118746,38.5942882463701,0-500m,Flat,0.0,0.7044372345752998,36.100945408,71.66049727443006,10.444827586206896,65.65517241379311,122.0,1.0,3.0,21.0,2003
42847,ME,23021,45.147697,-69.173892,26.576600765067248,0-500m,Gentle,343.0,0.5346996604853537,39.000389248,165.56045922023495,6.886567164179104,42.07462686567164,801.0,2.0,6.0,22.0,2003
42848,ME,23021,45.873436,-68.911804,7.5322942143428016,>2000m,Gentle,215.0,0.8106699650946111,53.7325024256,165.56045922023495,3.698507462686568,23.28358208955224,123.0,2.0,5.0,22.0,2003
42849,ME,23021,45.678012,-68.954891,14.35798960404195,0-500m,Flat,0.0,0.6986898903826959,73.1909156736,42.00787771259693,10.123529411764704,41.1764705882353,104.0,1.0,3.0,21.0,2003
42850,ME,23021,45.437047,-69.123596,16.2741995691259,500-1000m,Gentle,55.0,0.6013933090672522,21.8402042048,86.48680705534662,7.522857142857143,43.54285714285714,801.0,1.0,6.0,22.0,2003
42851,ME,23021,45.411374,-69.334416,31.0401805806102,1000-1500m,Steep,105.0,0.5774492515175651,27.9386092544,64.24734238397177,9.73076923076923,49.80769230769231,801.0,1.0,6.0,23.0,2003
42852,ME,23021,45.171078,-69.374235,33.23472371649915,0-500m,Moderate,171.0,0.909197792346918,32.9510887936,118.61047824733252,8.445833333333333,53.458333333333336,801.0,1.0,5.0,22.0,2003
42853,ME,23021,45.228975,-69.453647,9.47775736911195,500-1000m,Flat,144.0,0.7516525938113969,19.6571961792,106.2552200965687,5.493023255813953,28.627906976744185,124.0,2.0,4.0,22.0,2003
42854,ME,23021,46.484175,-68.832626,27.668929846862355,500-1000m,Moderate,267.0,0.6665828080537548,27.4000427264,84.01575542519386,8.217647058823529,44.23529411764706,805.0,1.0,4.0,23.0,2003
42855,ME,23021,46.255766,-68.847197,17.59179711866735,500-1000m,Gentle,205.0,0.8036682960312418,33.5506285824,175.444665740846,5.378873239436619,31.97183098591549,121.0,1.0,4.0,22.0,2003
42856,ME,23021,46.214121,-68.891945,32.8497853353893,500-1000m,Gentle,210.0,0.7535268939355008,46.6710366592,143.3209945488601,8.668965517241379,42.98275862068966,123.0,1.0,5.0,22.0,2003
42857,ME,23021,46.268556,-68.880771,18.34099422528745,500-1000m,Flat,0.0,0.6912790723471799,40.175892192,153.20520106947114,7.788709677419354,38.70967741935484,127.0,1.0,5.0,21.0,2003
42858,ME,23021,46.28678,-69.047546,20.3529077770769,500-1000m,Gentle,53.0,0.5754847273196573,19.741355808,59.305239123666254,7.2625,38.41666666666666,801.0,1.0,4.0,22.0,2003
42859,ME,23021,46.049573,-68.989801,29.23752268264105,1500-2000m,Gentle,15.0,0.4904018956017093,29.2412928704,101.31311683626318,8.675609756097561,51.21951219512195,801.0,2.0,4.0,22.0,2003
42860,ME,23021,45.952882,-68.883327,12.837205739541751,>2000m,Steep,138.0,0.875890453788478,25.5393711296,165.56045922023495,5.097014925373134,29.49253731343284,123.0,2.0,4.0,22.0,2003
42861,ME,23021,45.874112,-68.96247,9.4303236303922,1000-1500m,Flat,0.0,0.6962371971516073,30.7656473472,165.56045922023495,4.226865671641791,34.92537313432836,902.0,3.0,6.0,22.0,2003
42862,ME,23021,45.982076,-69.098429,10.12867564424185,1500-2000m,Gentle,180.0,0.838840907867214,32.9036600448,135.90783965840183,5.205454545454546,33.29090909090909,902.0,3.0,4.0,22.0,2003
42863,ME,23021,46.069077,-69.199024,10.1239965561612,1000-1500m,Flat,0.0,0.6937906145861752,36.8565225664,170.50256248054046,3.4579710144927533,21.014492753623188,121.0,3.0,5.0,22.0,2003
42864,ME,23021,45.743448,-69.056816,22.49039368504385,500-1000m,Gentle,225.0,0.7879181290509765,34.9548960384,197.68413041222084,6.23375,41.75,902.0,2.0,4.0,22.0,2003
42865,ME,23021,45.77547,-69.259143,10.7136366616051,1000-1500m,Gentle,82.0,0.6832261948229199,21.0211514944,111.19732335687422,5.782222222222222,37.17777777777778,801.0,2.0,4.0,22.0,2003
42866,ME,23021,45.885218,-69.399101,0.08412963020045,1000-1500m,Flat,65.0,0.6670046140359394,3.3818580352,54.36313586336073,1.259090909090909,12.590909090909092,123.0,3.0,6.0,21.0,2003
42867,ME,23021,45.714586,-69.335862,9.968346412162,1000-1500m,Steep,30.0,-0.9333814822600478,14.21198096,64.24734238397177,5.273076923076923,30.192307692307693,801.0,1.0,4.0,22.0,2003
42868,ME,23021,45.6266,-69.367048,8.37767384575255,1500-2000m,Steep,270.0,0.5197046343922439,28.5139984896,135.90783965840183,4.705454545454546,29.963636363636365,801.0,3.0,5.0,22.0,2003
42869,ME,23021,45.551398,-69.23453,16.9905382003014,>2000m,Moderate,115.0,0.7609125301917415,37.7966264832,163.0894075900822,6.757575757575758,37.28787878787879,902.0,2.0,5.0,23.0,2003
42870,ME,23021,45.454623,-69.305277,32.1965037682097,1000-1500m,Gentle,333.0,0.5541177841377719,42.1384460672,222.39464671374844,6.866666666666666,47.61111111111112,123.0,2.0,4.0,22.0,2003
42871,ME,23021,45.667233,-69.558617,1.029796068975,1000-1500m,Gentle,20.0,0.5984775597498692,7.024734886399999,42.00787771259693,3.1294117647058823,21.705882352941178,801.0,3.0,6.0,22.0,2003
42872,ME,23021,45.428359,-69.522911,19.60316985696925,500-1000m,Moderate,175.0,0.8907133359696531,42.6834864128,103.78416846641592,4.883333333333333,28.69047619047619,801.0,1.0,6.0,22.0,2003
42873,ME,23021,45.320822,-69.449105,8.26942488538485,500-1000m,Flat,0.0,0.7031363429848806,28.8171200768,187.7999238916098,3.896052631578948,21.44736842105263,121.0,3.0,6.0,21.0,2003
42874,ME,23021,45.343929,-69.590076,16.60622194474235,1000-1500m,Gentle,207.0,0.7748522677795963,28.1064923328,111.19732335687422,7.397777777777777,39.31111111111111,121.0,1.0,4.0,21.0,2003
42875,ME,23021,45.301147,-69.655727,6.135490657405201,1000-1500m,Gentle,290.0,0.6306644519345027,11.0430702016,34.59472282213865,7.785714285714286,42.07142857142857,123.0,2.0,3.0,22.0,2003
42876,ME,23021,46.52915,-69.004535,24.27517895613215,1000-1500m,Moderate,192.0,0.9352717861832124,21.2951638592,76.60260053473557,7.448387096774193,45.83870967741935,801.0,1.0,6.0,22.0,2003
42877,ME,23021,46.442567,-68.888211,24.26064490090725,1000-1500m,Steep,8.0,-0.0028250443086823,30.954604768000003,116.13942661717974,8.106382978723405,41.234042553191486,801.0,1.0,4.0,22.0,2003
42878,ME,23021,46.361138,-69.164347,13.152083788586102,1000-1500m,Flat,0.0,0.6901105690109436,29.6973985728,133.43678802824903,6.92962962962963,36.629629629629626,127.0,1.0,4.0,21.0,2003
42879,ME,23021,46.294309,-69.196574,22.21632018585375,1000-1500m,Gentle,89.0,0.6833962484356398,65.7134726912,158.14730432977666,6.9140625,43.078125,121.0,1.0,6.0,21.0,2003
42880,ME,23021,46.206256,-69.054048,18.2801232234184,500-1000m,Gentle,156.0,0.8310376036663959,24.8190785728,96.37101357595766,7.382051282051282,42.07692307692308,103.0,1.0,4.0,22.0,2003
42881,ME,23021,46.257687,-69.257576,13.83953114469545,500-1000m,Flat,135.0,0.7333089520725404,51.9704761984,106.2552200965687,7.67906976744186,39.97674418604651,127.0,1.0,3.0,21.0,2003
42882,ME,23021,46.260455,-69.421111,13.0999552586772,1000-1500m,Flat,0.0,0.691381231503611,34.6204384192,135.90783965840183,6.903636363636363,33.72727272727273,127.0,1.0,4.0,21.0,2003
42883,ME,23021,45.944872,-69.295281,12.70660412381,1000-1500m,Flat,0.0,0.6953501724663239,24.3074174144,168.03151085038772,5.707352941176471,42.47058823529412,125.0,2.0,4.0,21.0,2003
42884,ME,23021,46.091187,-69.413071,19.14894367508535,1000-1500m,Gentle,125.0,0.7329078099293556,26.2442596736,140.84994291870734,6.192982456140351,45.64912280701754,902.0,2.0,5.0,23.0,2003
42885,ME,23021,46.024612,-69.45631,11.8914736929333,500-1000m,Flat,0.0,0.6943493064606604,18.361881696,98.84206520611042,6.702500000000001,53.325,125.0,2.0,4.0,21.0,2003
42886,ME,23021,45.96789,-69.462157,2.4498984759462505,1000-1500m,Flat,0.0,0.6950613975178717,24.006614464,185.32887226145704,1.928,15.426666666666666,121.0,3.0,6.0,21.0,2003
42887,ME,23021,46.050061,-69.646729,38.385243755085554,1000-1500m,Flat,90.0,0.6913886049929447,42.9063969408,116.13942661717974,8.923404255319149,46.340425531914896,801.0,1.0,3.0,22.0,2003
42888,ME,23021,46.561587,-69.178804,9.84277582132325,1000-1500m,Flat,0.0,0.6875744762245328,14.2714161152,44.47892934274969,9.18888888888889,40.11111111111112,127.0,1.0,3.0,32.0,2003
42889,ME,23021,46.413752,-69.332731,12.86067379869565,500-1000m,Flat,0.0,0.6894457098241829,20.3726448512,106.2552200965687,6.867441860465116,36.372093023255815,125.0,2.0,3.0,21.0,2003
42890,ME,23021,46.479846,-69.442175,0.2767519383926,1000-1500m,Flat,0.0,0.68860968619124,5.400885638399999,42.00787771259693,1.964705882352941,12.647058823529411,121.0,3.0,6.0,21.0,2003
42891,ME,23021,46.368022,-69.564314,23.94989228711925,1000-1500m,Gentle,348.0,0.6122405349287292,26.1727492416,93.8999619458049,7.452631578947368,42.18421052631579,801.0,1.0,4.0,22.0,2003
42892,ME,23021,46.181936,-69.505019,29.21869606333715,1000-1500m,Gentle,20.0,0.6177046238078091,35.8313407488,175.444665740846,7.449295774647887,49.53521126760563,123.0,2.0,4.0,22.0,2003
42893,ME,23021,46.298011,-69.615898,32.530513255078,1000-1500m,Moderate,102.0,0.6771522493338643,22.767750752,86.48680705534662,8.145714285714286,56.94285714285714,801.0,1.0,5.0,22.0,2003
42894,ME,23021,46.565546,-69.535697,14.363076722994052,1000-1500m,Gentle,160.0,0.7955713059627667,14.0653558784,64.24734238397177,6.311538461538461,40.19230769230769,801.0,2.0,6.0,22.0,2003
42895,ME,23021,46.542214,-69.619015,0.8647773910396501,1000-1500m,Flat,0.0,0.6878199524485477,18.9633268992,160.61835595992943,1.7846153846153847,16.953846153846154,902.0,3.0,6.0,21.0,2003
42896,ME,23021,46.454456,-69.703633,5.5600379529399,1500-2000m,Flat,0.0,0.6889309529949178,22.4642388992,91.42891031565212,4.886486486486487,33.2972972972973,902.0,3.0,6.0,22.0,2003
42897,ME,23023,43.99492,-69.952844,27.228229584000204,0-500m,Moderate,260.0,0.7148436350174929,34.4617839744,123.55258150763802,8.826,47.3,103.0,1.0,6.0,22.0,2003
42898,ME,23023,44.074205,-69.902305,23.679669158749547,0-500m,Flat,0.0,0.71843953026121,24.4143501888,69.1894456442773,9.707142857142856,52.82142857142857,401.0,1.0,5.0,21.0,2003
