,region,lat,lon,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9
22417,Upper Midwest,46.099999999999945,-91.10000000000193,11.299957,5.79153,95912.44,1.6540279,-3.3010864,-0.0010952577,4432.819,13.5211115,4.062134,0.0
22418,Upper Midwest,46.099999999999945,-91.00000000000192,11.305817,6.309867,95951.44,1.6462154,-3.257141,-0.0009416044,4440.9746,13.237223,4.0875244,0.0
22419,Upper Midwest,46.099999999999945,-90.90000000000194,11.243317,6.8988204,95843.44,1.6520748,-3.1965942,-0.00083262473,4448.8726,12.902778,4.1519775,0.0
22420,Upper Midwest,46.099999999999945,-90.80000000000194,11.202301,7.3928685,95750.44,1.694067,-3.1487427,-0.0007540807,4456.633,12.486667,4.1904297,0.0
22421,Upper Midwest,46.099999999999945,-90.70000000000196,11.192535,7.7014866,95633.44,1.7585201,-3.1135864,-0.00072401017,4464.86,12.035556,4.1463623,0.0
22422,Upper Midwest,46.099999999999945,-90.60000000000196,11.280426,7.34745,95577.44,1.8776608,-3.1340942,-0.0007800758,4475.3765,11.549444,4.1311035,0.0
22423,Upper Midwest,46.099999999999945,-90.50000000000196,11.284332,7.207021,95424.44,1.9489498,-3.0891724,-0.00080399215,4485.1265,11.09,4.110962,0.0
22424,Upper Midwest,46.099999999999945,-90.40000000000197,11.298004,7.1285815,95280.44,1.990942,-3.0100708,-0.00083218515,4494.916,10.62,4.0617676,0.0
22425,Upper Midwest,46.099999999999945,-90.30000000000196,11.378082,7.0367904,95164.44,1.9948483,-2.9006958,-0.00082843006,4505.3735,10.096111,4.72229,0.0
22426,Upper Midwest,46.099999999999945,-90.20000000000198,11.555817,6.8947973,95097.44,2.0075436,-2.7962036,-0.0007994175,4516.8667,9.545555,4.2495117,0.0
22427,Upper Midwest,46.099999999999945,-90.10000000000198,11.71402,6.7219734,95022.44,2.075903,-2.7297974,-0.0004989207,4529.2812,9.036667,3.477417,0.0
22428,Upper Midwest,46.099999999999945,-90.00000000000199,11.690582,6.5176487,94959.44,2.218481,-2.7141724,-0.00045639277,4542.7295,8.611111,3.4576416,0.0
22429,Upper Midwest,46.099999999999945,-89.900000000002,11.778473,7.535398,94876.44,2.3005123,-2.7385864,-0.00061395764,4553.499,8.348889,3.4279785,2.1002197
22430,Upper Midwest,46.099999999999945,-89.800000000002,11.780426,7.8614655,94825.44,2.3835201,-2.7659302,-0.0011020526,4564.474,8.007778,3.7733154,0.9937744
22431,Upper Midwest,46.099999999999945,-89.700000000002,11.846832,7.662222,94795.44,2.4675045,-2.7942505,-0.001160711,4575.3955,7.61,3.833374,0.0
22432,Upper Midwest,46.099999999999945,-89.60000000000201,11.950348,7.411644,94708.44,2.5700436,-2.817688,-0.0011939406,4585.023,7.2605557,3.885498,0.0
22433,Upper Midwest,46.099999999999945,-89.50000000000202,12.063629,7.5380507,94636.44,2.6911373,-2.8225708,-0.0012324601,4592.7,7.018889,3.9902344,0.0
22434,Upper Midwest,46.099999999999945,-89.40000000000202,12.204254,7.925704,94575.44,2.8073483,-2.7991333,-0.0011482388,4599.402,6.845,3.9971924,0.0
22435,Upper Midwest,46.099999999999945,-89.30000000000203,12.378082,8.650989,94570.44,2.8844967,-2.717102,-0.0010788664,4605.5684,6.7344446,4.022583,0.0
22436,Upper Midwest,46.099999999999945,-89.20000000000203,12.606598,8.671895,94546.44,3.0075436,-2.4856567,-0.0010733083,4606.954,6.6644444,4.1396484,1.7634277
22437,Upper Midwest,46.099999999999945,-89.10000000000204,12.790192,8.717075,94514.44,3.1393795,-2.208313,-0.0011060312,4606.904,6.641111,4.227173,2.1798096
22438,Upper Midwest,46.099999999999945,-89.00000000000205,12.915192,9.217292,94471.44,3.2741451,-1.9348755,-0.0011540875,4606.5684,6.68,4.315918,2.1790771
22439,Upper Midwest,46.099999999999945,-88.90000000000205,13.040192,10.167927,94528.44,3.3991451,-1.6965942,-0.0012654439,4606.415,6.788889,4.2751465,2.1798096
22440,Upper Midwest,46.099999999999945,-88.80000000000206,13.264801,10.725602,94654.44,3.5104733,-1.4719849,-0.0014321804,4604.4756,6.911667,4.2109375,1.0324707
22441,Upper Midwest,46.099999999999945,-88.70000000000206,13.512848,10.910407,94802.44,3.5866451,-1.2581177,-0.001547046,4600.9355,7.036111,4.116333,0.0
22442,Upper Midwest,46.099999999999945,-88.60000000000207,13.710114,10.677308,94906.44,3.5026608,-1.052063,-0.00085268915,4596.26,7.032778,3.8035889,0.0
22443,Upper Midwest,46.099999999999945,-88.50000000000207,13.872223,10.417268,95039.44,3.4411373,-0.8010864,-0.0016497225,4589.704,7.138889,3.9936523,0.0
22444,Upper Midwest,46.099999999999945,-88.40000000000208,14.046051,9.947986,95213.44,3.3366451,-0.520813,-0.0021678135,4581.1055,7.2716665,4.1032715,0.0
22445,Upper Midwest,46.099999999999945,-88.30000000000209,14.231598,9.263381,95365.44,3.2555904,-0.22491455,-0.0023600087,4570.297,7.501111,4.12146,0.444458
22446,Upper Midwest,46.099999999999945,-88.20000000000209,14.36441,8.176401,95401.44,3.2370358,-0.016906738,-0.002609104,4558.9146,7.773889,4.1365967,0.8153076
22447,Upper Midwest,46.099999999999945,-88.1000000000021,14.487457,7.377982,95463.44,3.2038326,0.19793701,-0.002906844,4545.074,8.119445,4.168701,0.0
22448,Upper Midwest,46.099999999999945,-88.0000000000021,14.587067,7.066965,95567.44,3.1423092,0.42840576,-0.003189139,4527.3975,8.592778,4.248169,0.0
22449,Upper Midwest,46.099999999999945,-87.90000000000211,14.772614,6.720275,95766.44,3.0807858,0.651062,-0.0032733679,4510.3525,9.167222,4.249756,0.0
22450,Upper Midwest,46.099999999999945,-87.80000000000211,14.92691,6.367743,95945.44,2.9958248,0.85028076,-0.0034743473,4492.9653,9.742222,4.28479,0.0
22451,Upper Midwest,46.099999999999945,-87.70000000000212,15.08316,5.91588,96115.44,2.8825436,1.0084839,-0.0035585538,4476.062,10.398889,4.317993,0.0
22452,Upper Midwest,46.099999999999945,-87.60000000000213,15.149567,5.39428,96244.44,2.6725826,1.0621948,-0.0032939613,4458.1235,11.082222,4.314575,0.0
22453,Upper Midwest,46.099999999999945,-87.50000000000213,15.311676,5.01892,96457.44,2.5026608,1.2506714,-0.0031672418,4438.919,11.653334,4.2525635,0.0
22454,Upper Midwest,46.099999999999945,-87.40000000000214,15.469879,4.6758356,96653.44,2.3581295,1.470398,-0.0030901134,4420.3975,12.218333,4.2349854,0.0
22455,Upper Midwest,46.099999999999945,-87.30000000000214,15.581207,4.331067,96786.44,2.2663326,1.6950073,-0.00305143,4405.1104,12.829445,4.260376,0.0
22456,Upper Midwest,46.099999999999945,-87.20000000000215,15.854645,4.0011554,96962.44,2.1911373,1.9039917,-0.003036879,4391.1562,13.388333,4.245117,0.0
22457,Upper Midwest,46.099999999999945,-87.10000000000215,16.116364,3.6824048,97194.44,2.1178951,2.1071167,-0.0030383915,4377.431,13.911667,4.276001,0.0
22458,Upper Midwest,46.099999999999945,-87.00000000000216,16.27066,3.4036338,97511.44,2.0300045,2.291687,-0.0030189604,4363.0796,14.300555,4.3062744,0.0
22459,Upper Midwest,46.099999999999945,-86.90000000000217,16.368317,3.4912229,97586.44,2.0456295,2.4401245,-0.003091015,4350.5903,14.480556,4.307251,0.0
22460,Upper Midwest,46.099999999999945,-86.80000000000217,16.403473,3.4337192,97587.44,2.0075436,2.5612183,-0.0031318367,4338.7485,14.751667,4.3276367,0.0
22461,Upper Midwest,46.099999999999945,-86.70000000000218,16.37613,3.2588692,97508.44,1.9245358,2.6608276,-0.003140524,4327.3193,15.098333,4.3585205,0.0
22462,Upper Midwest,46.099999999999945,-86.60000000000218,16.40738,3.162235,97538.44,1.8327389,2.7282104,-0.0031126067,4315.955,15.304444,4.293091,0.0
22463,Upper Midwest,46.099999999999945,-86.50000000000219,16.50113,3.2043905,97644.44,1.8239498,2.829773,-0.0031877458,4304.532,15.302778,4.2323,0.0
22464,Upper Midwest,46.099999999999945,-86.4000000000022,16.641754,3.306374,97783.44,1.9206295,2.9977417,-0.0033816025,4293.2104,15.180555,4.1278076,0.0
22465,Upper Midwest,46.099999999999945,-86.3000000000022,16.84488,3.3494978,97863.44,2.388403,3.4684448,-0.0036902279,4282.612,14.944445,3.8760986,0.3605957
22466,Upper Midwest,46.099999999999945,-86.2000000000022,16.967926,3.443718,97892.44,2.859106,3.9157104,-0.0040736496,4271.0376,14.584444,3.7080078,2.449585
22467,Upper Midwest,46.099999999999945,-86.10000000000221,17.003082,3.5017729,97865.44,3.3171139,4.338562,-0.0046135336,4259.425,14.08,3.6530762,3.0305176
22468,Upper Midwest,46.099999999999945,-86.00000000000222,17.022614,3.4591408,97805.44,3.6081295,4.614929,-0.0058895126,4248.1885,13.397778,3.914917,2.9903564
22469,Upper Midwest,46.099999999999945,-85.90000000000222,16.96988,3.4014583,97728.44,3.7155514,4.7018433,-0.005541824,4237.376,12.587222,4.04895,1.0556641
22470,Upper Midwest,46.099999999999945,-85.80000000000223,16.936676,3.616184,97711.44,3.7907467,4.666687,-0.0053602234,4226.173,11.811111,4.11499,0.0
22471,Upper Midwest,46.099999999999945,-85.70000000000223,16.930817,4.0460825,97734.44,3.8551998,4.54364,-0.005149238,4214.8936,11.095555,4.1447754,0.8161621
22472,Upper Midwest,46.099999999999945,-85.60000000000224,17.028473,3.8182588,97905.44,4.1999264,4.8619995,-0.003034547,4208.318,10.742222,3.2537842,0.78515625
22473,Upper Midwest,46.099999999999945,-85.50000000000225,17.215973,3.8305373,97967.44,4.3825436,5.0582886,-0.0026693344,4202.053,10.544444,1.9766846,0.0
22474,Upper Midwest,46.099999999999945,-85.40000000000225,17.342926,3.7545562,97973.44,4.5475826,5.3444214,-0.0023443177,4198.204,10.649445,1.1563721,0.0
22475,Upper Midwest,46.099999999999945,-85.30000000000226,17.335114,3.8067997,97899.44,4.5905514,5.536804,-0.0023133978,4194.8145,10.897778,1.1662598,0.0
22476,Upper Midwest,46.099999999999945,-85.20000000000226,17.112457,3.9265156,97799.44,4.584692,5.537781,-0.0038217977,4188.848,10.837222,3.4296875,0.0
22477,Upper Midwest,46.099999999999945,-85.10000000000227,17.006989,3.976941,97719.44,4.5280514,5.599304,-0.0046536922,4183.0405,10.947778,4.2209473,0.5419922
22478,Upper Midwest,46.099999999999945,-85.00000000000227,16.944489,3.8772674,97685.44,4.3698483,5.8063354,-0.0053697675,4177.809,11.455,4.156372,0.140625
22479,Upper Midwest,46.099999999999945,-84.90000000000228,16.87027,4.05854,97730.44,3.9303951,5.73407,-0.005187534,4174.4243,12.226666,4.069336,0.0
22480,Upper Midwest,46.099999999999945,-84.80000000000229,16.842926,4.158661,97830.44,3.5016842,5.7008667,-0.0049768984,4170.545,13.035,3.973877,0.0
22481,Upper Midwest,46.099999999999945,-84.70000000000229,16.819489,4.338503,97928.44,2.905981,5.5289917,-0.0045718327,4167.162,14.067778,3.8962402,0.07495117
22482,Upper Midwest,46.099999999999945,-84.6000000000023,16.880035,4.2017846,97949.44,2.3229733,5.487976,-0.004415743,4161.87,15.399445,3.7652588,2.1655273
22483,Upper Midwest,46.099999999999945,-84.5000000000023,16.805817,3.9535313,97957.44,1.9948483,5.477234,-0.0033956766,4152.785,16.49,3.611084,0.9140625
22484,Upper Midwest,46.099999999999945,-84.40000000000231,16.77066,3.7010908,97977.44,1.7673092,5.496765,-0.0032511204,4142.527,17.540556,3.7069092,0.3609619
22485,Upper Midwest,46.099999999999945,-84.30000000000231,16.842926,3.5358965,98076.44,1.7858639,5.633484,-0.003130518,4130.16,18.577223,3.8186035,2.1738281
22486,Upper Midwest,46.099999999999945,-84.20000000000232,16.842926,3.1587334,98165.44,1.8405514,5.755554,-0.0032283887,4115.3193,19.743889,3.8621826,0.6265869
22487,Upper Midwest,46.099999999999945,-84.10000000000232,16.973785,2.7272553,98214.44,1.9040279,5.8727417,-0.0029965565,4099.816,20.944445,3.4520264,0.0
22488,Upper Midwest,46.099999999999945,-84.00000000000233,17.14566,1.9617826,98207.44,1.8805904,5.903015,-0.0017731264,4082.05,22.343334,1.3536377,0.5616455
22489,Upper Midwest,46.099999999999945,-83.90000000000234,17.153473,1.7646998,98225.44,1.9225826,6.0446167,-0.001706861,4068.0989,23.776667,1.3410645,0.8149414
22490,Upper Midwest,46.099999999999945,-83.80000000000234,17.368317,1.3650954,98284.44,2.0788326,6.42157,-0.0017044395,4054.8193,25.180555,0.0,0.0
22491,Upper Midwest,46.099999999999945,-83.70000000000235,17.565582,0.767082,98382.44,2.3151608,6.965515,-0.0017828196,4041.765,26.550556,0.0,0.0
22492,Upper Midwest,46.099999999999945,-83.60000000000235,17.729645,0.3323257,98382.44,2.4323483,7.3864136,-0.0019676462,4031.3745,28.013334,0.0,0.0
22493,Upper Midwest,46.099999999999945,-83.50000000000236,17.835114,0.12651086,98383.44,2.4147701,7.6412964,-0.0020153672,4023.4478,29.522778,0.0,0.0
22494,Upper Midwest,46.099999999999945,-83.40000000000236,17.917145,0.056281686,98375.44,2.3210201,7.8043823,-0.002108723,4017.1145,31.031666,0.0,0.0
22624,Northeast,46.099999999999945,-70.4000000000031,15.065582,0.0,96587.44,-0.13210487,0.48309326,-0.0003540963,3988.8855,172.73778,4.33313,0.0
22625,Northeast,46.099999999999945,-70.30000000000311,14.942535,0.0,96061.44,-0.097925186,0.45770264,-0.00073536485,3978.5344,174.75833,4.3302,0.0
22626,Northeast,46.099999999999945,-70.20000000000312,14.969879,0.0,95841.44,-0.054956436,0.45477295,-0.00070957094,3965.8367,176.70334,4.3286133,0.0
22627,Northeast,46.099999999999945,-70.10000000000312,15.188629,0.0,95921.44,-0.008081436,0.46453857,-0.0012964755,3954.3523,178.985,4.3206787,0.0
22628,Northeast,46.099999999999945,-70.00000000000313,15.348785,0.0,96033.44,0.05734825,0.5231323,-0.0020865202,3951.2078,183.08888,4.5351562,0.0
22629,Northeast,46.099999999999945,-69.90000000000313,15.592926,0.0,96152.44,0.105199814,0.62957764,-0.0026605055,3952.2573,187.75166,4.5134277,1.239624
22630,Northeast,46.099999999999945,-69.80000000000314,15.83902,0.0,96280.44,0.1393795,0.744812,-0.0031594113,3954.264,192.685,4.475464,1.8278809
22631,Northeast,46.099999999999945,-69.70000000000314,16.147614,0.0,96616.44,0.12570763,0.82684326,-0.0032914653,3954.6782,198.19722,4.4206543,0.0
22632,Northeast,46.099999999999945,-69.60000000000315,16.241364,0.0,96868.44,0.077856064,0.85028076,-0.003069073,3951.2483,203.93445,4.322632,0.0
22633,Northeast,46.099999999999945,-69.50000000000315,16.508942,0.0,97257.44,0.084692,0.86590576,-0.0028221533,3946.81,208.73833,4.2581787,0.6279297
22634,Northeast,46.099999999999945,-69.40000000000316,16.881989,0.0,97702.44,0.11789513,0.8825073,-0.0024078116,3942.0562,213.08278,4.2703857,2.7156982
22635,Northeast,46.099999999999945,-69.30000000000317,16.893707,0.0,97794.44,0.09836388,0.8707886,-0.0025266036,3931.1694,217.27556,4.360718,2.9934082
22636,Northeast,46.099999999999945,-69.20000000000317,16.567535,0.0,97514.44,0.07492638,0.83270264,-0.0024879947,3918.0457,221.59612,4.4105225,2.0800781
22637,Northeast,46.099999999999945,-69.10000000000318,16.079254,0.0,97039.44,0.059301376,0.7809448,-0.0022980347,3904.4272,226.0539,4.437256,0.0
22638,Northeast,46.099999999999945,-69.00000000000318,15.440582,0.0,96490.44,0.07883263,0.73309326,-0.0021886006,3889.8928,230.25667,4.4538574,0.0
22639,Northeast,46.099999999999945,-68.90000000000319,15.549957,0.0,97161.44,0.12180138,0.7741089,-0.0022895858,3875.1833,232.9461,4.470093,0.0
22640,Northeast,46.099999999999945,-68.8000000000032,15.774567,0.0,98012.44,0.12570763,0.85028076,-0.0023518875,3862.2378,234.83167,4.496216,0.0
22641,Northeast,46.099999999999945,-68.7000000000032,16.108551,0.0,98909.44,0.07199669,0.9215698,-0.0023206398,3851.3433,236.56277,4.5178223,0.0
22642,Northeast,46.099999999999945,-68.6000000000032,15.778473,0.0,98772.44,0.0612545,0.9879761,-0.0024395064,3842.1729,238.0839,4.5284424,0.0
22643,Northeast,46.099999999999945,-68.50000000000321,15.389801,0.0,98477.44,0.09641075,1.0534058,-0.002598673,3833.5122,239.39722,4.53833,0.0
22644,Northeast,46.099999999999945,-68.40000000000322,15.192535,0.0,98415.44,0.147192,1.1227417,-0.0027946755,3824.6167,240.55779,4.53833,0.0
22645,Northeast,46.099999999999945,-68.30000000000322,15.298004,0.0,98754.44,0.1706295,1.2057495,-0.002860263,3813.621,241.46388,4.53833,0.0
22646,Northeast,46.099999999999945,-68.20000000000323,15.42691,0.0,99009.44,0.19504356,1.2565308,-0.0028968528,3810.8545,242.56,4.5550537,0.0
22647,Northeast,46.099999999999945,-68.10000000000323,15.479645,0.0,99080.44,0.22336388,1.2662964,-0.0028759167,3816.006,243.985,4.524658,0.0
22648,Northeast,46.099999999999945,-68.00000000000324,15.473785,0.0,99139.44,0.24484825,1.2633667,-0.0026006177,3820.1194,245.67612,4.578491,1.3669434
22649,Northeast,46.099999999999945,-67.90000000000325,15.546051,0.0,99362.44,0.2487545,1.2477417,-0.0017099082,3824.0361,247.53389,4.38208,2.6621094
22650,Northeast,46.099999999999945,-67.80000000000325,15.626129,0.0,99562.44,0.23508263,1.2311401,-0.0020833388,3829.399,249.3039,4.4312744,2.7109375
22651,Northeast,46.099999999999945,-67.70000000000326,15.665192,0.0,99628.44,0.20383263,1.2125854,-0.0020861626,3837.4856,250.91556,4.1209717,0.8128662
22659,Northwest,45.99999999999994,-123.90000000000006,14.766754,0.020563602,99771.44,0.73410606,-1.7522583,-0.002580613,4288.6416,556.04724,4.6082764,2.4259033
22660,Northwest,45.99999999999994,-123.80000000000008,14.874176,0.0114142895,99049.44,0.6911373,-1.1253052,-0.00300166,4300.186,553.39166,4.5802,1.5146484
22661,Northwest,45.99999999999994,-123.70000000000007,15.02652,0.0029951334,98036.44,0.6725826,-0.46124268,-0.0035716295,4314.04,549.72833,4.773926,0.0
22662,Northwest,45.99999999999994,-123.60000000000008,15.206207,0.0029951334,97375.44,0.79660606,-0.35284424,-0.004631214,4321.9883,545.8994,4.862793,0.0
22663,Northwest,45.99999999999994,-123.50000000000009,15.380035,0.0026077032,97490.44,0.90598106,-0.23956299,-0.0056241006,4329.02,542.18555,4.862671,0.0
22664,Northwest,45.99999999999994,-123.40000000000008,15.542145,0.00013411045,97829.44,0.96848106,-0.15948486,-0.0064844787,4333.683,538.6939,4.8409424,0.0
22665,Northwest,45.99999999999994,-123.3000000000001,15.624176,0.00013411045,98231.44,0.8483639,-0.20343018,-0.0068467855,4329.06,536.03613,4.8007812,0.0
22666,Northwest,45.99999999999994,-123.2000000000001,15.846832,0.0,98252.44,0.91184044,-0.49835205,-0.0070474893,4327.6357,532.9411,4.7581787,0.0
22667,Northwest,45.99999999999994,-123.10000000000012,16.073395,0.0,98354.44,0.97434044,-0.7971802,-0.00724411,4326.0454,529.83777,4.72937,0.0
22668,Northwest,45.99999999999994,-123.00000000000011,16.296051,0.0,98827.44,1.0202389,-1.0891724,-0.007399082,4323.41,526.80945,4.7127686,0.0
22669,Northwest,45.99999999999994,-122.90000000000012,16.36441,0.0,99250.44,0.7848873,-1.2649536,-0.0064007044,4302.526,524.9311,4.7696533,1.923706
22670,Northwest,45.99999999999994,-122.80000000000013,16.512848,0.0,99201.44,0.5329342,-1.4329224,-0.0059222355,4280.6187,523.12054,4.776245,2.984253
22671,Northwest,45.99999999999994,-122.70000000000012,16.760895,0.0,98624.44,0.2848873,-1.5911255,-0.006252669,4258.3213,521.35944,4.6606445,2.41333
22672,Northwest,45.99999999999994,-122.60000000000014,17.163239,0.0,97908.44,0.081762314,-1.5911255,-0.005889088,4230.5913,520.265,4.7139893,0.31274414
22673,Northwest,45.99999999999994,-122.50000000000014,17.356598,0.0,97725.44,-0.13210487,-1.5325317,-0.0053352565,4199.564,518.83,4.6436768,0.0
22674,Northwest,45.99999999999994,-122.40000000000016,17.512848,0.0,97364.44,-0.3557377,-1.4661255,-0.0047728196,4167.2866,517.375,4.5617676,0.0
22675,Northwest,45.99999999999994,-122.30000000000015,17.756989,0.0,96879.44,-0.6047611,-1.4104614,-0.0042836815,4134.9307,515.8,4.43042,0.0
22676,Northwest,45.99999999999994,-122.20000000000016,17.27652,0.0,95839.44,-0.57839394,-1.4329224,-0.004710749,4107.434,514.47,4.5754395,1.6308594
22677,Northwest,45.99999999999994,-122.10000000000016,16.960114,0.0,94796.44,-0.42214394,-1.4905396,-0.005480081,4082.1917,513.26666,4.6674805,2.7609863
22678,Northwest,45.99999999999994,-122.00000000000016,16.80191,0.0,93551.44,-0.21706581,-1.5628052,-0.0064723194,4057.8071,512.12164,4.609741,2.7581787
22679,Northwest,45.99999999999994,-121.90000000000018,16.45816,0.0,91435.44,-0.16042519,-1.5540161,-0.007064864,4035.5989,510.96445,4.947998,1.8144531
22680,Northwest,45.99999999999994,-121.80000000000018,16.55777,0.0,90309.44,-0.008081436,-1.645813,-0.008790061,4023.7756,509.78168,4.822754,1.4973145
22681,Northwest,45.99999999999994,-121.7000000000002,17.221832,0.0,90237.44,0.18723106,-1.7981567,-0.01101888,4019.5662,508.65445,4.3529053,1.4659424
22682,Northwest,45.99999999999994,-121.6000000000002,18.286285,0.0,91513.44,0.40109825,-1.9182739,-0.012452364,4018.2068,508.11835,3.8704834,1.4759521
22683,Northwest,45.99999999999994,-121.5000000000002,19.303864,0.0,92766.44,0.4469967,-2.0042114,-0.012885176,4016.7556,507.38165,3.743042,1.666626
22684,Northwest,45.99999999999994,-121.4000000000002,20.073395,0.0,93619.44,0.30539513,-2.0481567,-0.012670025,4015.2305,506.40277,3.6740723,1.8828125
22685,Northwest,45.99999999999994,-121.3000000000002,20.796051,0.0,94347.44,-0.0022220612,-2.0579224,-0.012272276,4013.6528,505.21112,3.4279785,1.8499756
22686,Northwest,45.99999999999994,-121.20000000000022,20.913239,0.0,94596.44,-0.006128311,-2.074524,-0.014250763,4016.4084,503.66055,2.963623,0.8416748
22687,Northwest,45.99999999999994,-121.10000000000022,20.71402,0.0,94330.44,0.055395126,-1.9573364,-0.014227569,4024.8616,501.85388,2.8062744,0.41064453
22688,Northwest,45.99999999999994,-121.00000000000024,19.936676,0.0,93132.44,0.2516842,-1.6184692,-0.012310356,4041.9666,499.43167,2.737671,0.39379883
22689,Northwest,45.99999999999994,-120.90000000000023,18.93863,0.0,90611.44,0.2985592,-1.4993286,-0.012078069,4047.4495,497.10165,3.0360107,1.2387695
22690,Northwest,45.99999999999994,-120.80000000000024,18.508942,0.0,89764.44,0.4235592,-1.3684692,-0.009667888,4056.7205,494.69666,3.529663,1.3601074
22691,Northwest,45.99999999999994,-120.70000000000024,19.217926,0.0,90192.44,0.70578575,-1.2151489,-0.006539285,4073.6455,492.11,4.093994,1.1795654
22692,Northwest,45.99999999999994,-120.60000000000024,19.665192,0.0,91374.44,1.3757076,-1.0081177,-0.006791711,4109.5874,489.09055,4.010254,1.0235596
22693,Northwest,45.99999999999994,-120.50000000000026,20.821442,0.0,91397.44,1.9479733,-0.78741455,-0.0058773383,4146.3193,486.08722,4.317749,0.9840088
22694,Northwest,45.99999999999994,-120.40000000000026,21.460114,0.0,90980.44,2.3796139,-0.68096924,-0.00452397,4180.6963,483.00333,3.1479492,0.80615234
22695,Northwest,45.99999999999994,-120.30000000000028,20.383942,0.0,90686.44,2.3542233,-0.9885864,-0.0013498142,4206.88,479.645,0.0021972656,0.87268066
22696,Northwest,45.99999999999994,-120.20000000000029,21.247223,0.0,92076.44,2.5036373,-0.95147705,-0.0014421269,4252.7256,476.4111,0.0,0.6278076
22697,Northwest,45.99999999999994,-120.10000000000028,22.012848,0.0,93876.44,2.6510983,-0.9221802,-0.0015043393,4299.104,473.1789,0.0,0.53881836
22698,Northwest,45.99999999999994,-120.00000000000028,22.590973,0.0,95781.44,2.7624264,-0.8831177,-0.0015341863,4342.6396,469.97055,0.0,0.54748535
22699,Northwest,45.99999999999994,-119.90000000000028,22.346832,0.0,96869.44,2.187231,-0.6526489,-0.0016075894,4332.509,467.15887,3.2503662,0.5449219
22700,Northwest,45.99999999999994,-119.8000000000003,23.212067,0.0,97882.44,1.5759029,-0.41241455,-0.0034549087,4319.532,464.3739,4.9710693,0.62890625
22701,Northwest,45.99999999999994,-119.7000000000003,25.30191,0.0,98814.44,0.990942,-0.17706299,-0.00644096,4307.8105,461.57,4.884033,0.69262695
22702,Northwest,45.99999999999994,-119.6000000000003,25.40152,0.0,99113.44,0.7516842,-0.016906738,-0.009007849,4312.3345,458.58334,4.3256836,1.2672119
22703,Northwest,45.99999999999994,-119.50000000000033,24.81363,0.0,98730.44,0.49973106,0.3522339,-0.006372459,4298.5444,455.965,4.6378174,0.9902344
22704,Northwest,45.99999999999994,-119.40000000000032,23.840973,0.0,98233.44,0.27121544,0.7575073,-0.003826417,4282.219,453.44446,4.9213867,0.7158203
22705,Northwest,45.99999999999994,-119.30000000000032,22.155426,0.0,97903.44,0.05246544,1.1325073,-0.003086783,4267.0635,451.03723,4.7663574,1.1851807
22706,Northwest,45.99999999999994,-119.20000000000032,20.90738,0.0,97945.44,-0.105737686,1.3844604,-0.002334617,4251.121,448.7928,4.889038,1.1894531
22707,Northwest,45.99999999999994,-119.10000000000034,19.610504,0.0,97823.44,-0.23366737,1.5778198,-0.0018461496,4234.7896,446.61612,4.977417,1.1218262
22708,Northwest,45.99999999999994,-119.00000000000034,18.598785,0.0,97541.44,-0.35183144,1.7506714,-0.0019784272,4218.3223,444.47168,4.4782715,1.0489502
22709,Northwest,45.99999999999994,-118.90000000000036,18.288239,0.0,97192.44,-0.5637455,1.854187,-0.0015983135,4205.864,442.21555,0.9871826,1.0551758
22710,Northwest,45.99999999999994,-118.80000000000037,18.014801,0.0,96923.44,-0.899683,1.8707886,-0.0015062541,4184.344,439.97446,0.0,1.0148926
22711,Northwest,45.99999999999994,-118.70000000000036,18.12027,0.0,96938.44,-1.3342533,1.8424683,-0.0015711933,4156.8574,437.8628,0.0,0.95861816
22712,Northwest,45.99999999999994,-118.60000000000036,18.774567,0.0,97285.44,-1.7922611,1.8795776,-0.0019239634,4126.941,435.34668,0.0,0.93322754
22713,Northwest,45.99999999999994,-118.50000000000036,19.006989,0.0,97649.44,-2.0842533,1.8121948,-0.0020841137,4096.8022,431.58835,2.2479248,0.95495605
22714,Northwest,45.99999999999994,-118.40000000000038,18.921051,0.0,97416.44,-2.1936283,1.6276245,-0.0021076128,4066.4133,426.47556,4.9643555,1.0256348
22715,Northwest,45.99999999999994,-118.30000000000038,18.106598,0.0,96068.44,-2.1350346,1.338562,-0.0018158332,4035.8066,420.14166,4.9327393,1.1563721
22716,Northwest,45.99999999999994,-118.2000000000004,18.227692,0.0,93421.44,-2.2043705,1.2164917,-0.0040468946,4008.1882,414.8761,4.320801,1.1551514
22717,Northwest,45.99999999999994,-118.1000000000004,17.669098,0.0,90505.44,-2.0676517,1.0739136,-0.0061935335,3988.0667,407.235,3.47583,1.7662354
22718,Northwest,45.99999999999994,-118.0000000000004,16.514801,0.0,87703.44,-1.6281986,0.9020386,-0.008291103,3979.631,396.09332,2.6956787,2.7658691
22719,Northwest,45.99999999999994,-117.9000000000004,17.391754,0.0,86784.44,-1.087183,0.43914795,-0.01000835,3977.9578,382.91943,2.6086426,2.866211
22720,Northwest,45.99999999999994,-117.8000000000004,19.555817,0.0,87342.44,-0.58327675,0.05340576,-0.009261787,3978.4111,369.99167,2.5567627,2.8845215
22721,Northwest,45.99999999999994,-117.7000000000004,21.694489,0.0,88827.44,-0.15065956,-0.17999268,-0.008096501,3983.006,357.50943,2.6875,2.592041
